Season,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
2011,139,1199,71,1323,57,N,0,22,48,9,19,18,25,9,31,15,12,2,9,18,19,62,7,30,12,19,15,23,12,8,4,5,25
2011,139,1242,73,1228,59,N,0,27,52,4,12,15,20,7,29,17,12,5,2,11,23,60,6,21,7,9,10,21,16,12,7,2,18
2011,139,1266,66,1393,62,N,0,21,51,5,11,19,23,12,18,15,14,11,1,13,26,47,5,15,5,7,4,20,11,18,7,2,21
2011,139,1314,86,1449,83,N,0,31,66,6,12,18,23,12,25,18,9,7,5,9,33,72,10,19,7,7,14,26,17,13,6,2,20
2011,139,1326,98,1206,66,N,0,36,59,16,26,10,18,11,22,23,9,8,1,11,26,60,8,18,6,7,13,16,13,17,5,3,17
2011,139,1433,94,1345,76,N,0,37,65,8,21,12,14,9,26,26,4,4,2,13,30,67,8,25,8,11,13,20,20,7,3,6,15
2011,143,1112,93,1181,77,N,0,34,63,9,15,16,21,16,24,15,12,7,3,21,27,58,5,14,18,22,9,18,10,11,5,6,20
2011,143,1139,61,1458,54,N,0,19,45,5,18,18,26,10,27,7,14,8,2,19,17,56,7,29,13,19,12,19,9,11,7,3,20
2011,143,1163,74,1361,67,N,0,27,57,8,16,12,16,9,26,13,9,5,3,16,27,64,7,22,6,13,15,22,14,9,4,1,14
2011,143,1196,83,1140,74,N,1,31,65,11,34,10,22,10,35,23,15,8,5,12,25,71,10,37,14,16,12,30,13,12,11,1,19
2011,144,1242,77,1350,57,N,0,30,63,9,19,8,10,15,28,20,9,7,3,14,22,65,4,26,9,12,16,19,7,11,3,2,10
2011,144,1246,62,1326,60,N,0,22,48,6,17,12,14,7,25,11,11,3,11,18,19,58,6,16,16,22,16,20,7,7,6,1,14
2011,144,1314,81,1266,63,N,0,31,74,5,16,14,21,22,26,15,7,11,8,16,23,63,2,16,15,20,18,24,8,18,4,8,17
2011,144,1433,72,1199,71,N,1,24,53,12,26,12,20,7,25,18,17,12,1,20,26,71,7,19,12,18,21,26,7,16,8,6,19
2011,145,1139,74,1196,71,N,1,24,60,9,33,17,27,16,25,8,10,2,1,20,25,57,3,14,18,22,8,26,10,7,6,3,24
2011,145,1163,65,1112,63,N,0,23,56,5,17,14,18,11,20,10,5,5,6,15,24,61,4,21,11,16,19,23,14,9,3,1,12
2011,146,1246,76,1314,69,N,0,27,56,12,22,10,16,9,25,16,14,10,5,13,27,62,3,16,12,15,11,25,13,13,9,5,17
2011,146,1433,71,1242,61,N,0,21,53,12,25,17,22,9,26,14,13,7,1,18,22,62,2,21,15,28,19,26,10,14,8,6,20
2011,152,1139,70,1433,62,N,0,21,59,8,23,20,26,16,32,8,9,5,2,16,23,58,8,22,8,13,6,26,17,10,3,4,24
2011,152,1163,56,1246,55,N,0,23,49,1,12,9,11,6,32,16,15,5,3,13,21,62,9,27,4,12,15,22,12,10,11,3,12
2011,154,1163,53,1139,41,N,0,19,55,1,11,14,16,17,36,6,11,4,10,15,12,64,9,33,8,14,20,21,5,6,8,2,17
2012,134,1140,78,1233,72,N,0,30,62,7,20,11,20,10,33,21,20,9,7,14,31,70,6,25,4,8,8,28,19,18,10,3,19
2012,134,1443,59,1290,58,N,0,19,62,2,16,19,33,26,34,10,28,7,9,18,22,61,4,22,10,22,10,22,12,17,11,8,24
2012,135,1378,65,1143,54,N,0,28,49,5,15,4,8,5,27,15,11,3,4,14,21,58,3,14,9,14,12,19,10,7,1,2,14
2012,135,1436,71,1249,59,N,0,25,50,4,11,17,24,9,25,16,5,3,3,19,20,60,4,13,15,21,19,21,6,7,3,2,17
2012,136,1124,68,1355,60,N,0,23,52,8,20,14,20,12,23,9,12,6,2,16,21,50,10,30,8,14,7,16,16,13,7,1,17
2012,136,1160,68,1424,64,N,0,22,48,7,12,17,27,9,37,12,23,4,3,18,23,71,9,36,9,17,12,21,13,8,14,8,22
2012,136,1211,77,1452,54,N,0,28,50,9,17,12,16,6,25,15,10,9,2,25,16,49,3,17,19,28,12,19,10,10,2,3,17
2012,136,1231,79,1308,66,N,0,32,54,7,13,8,10,7,14,15,12,12,0,12,27,49,4,12,8,10,7,16,7,17,5,6,13
2012,136,1235,77,1163,64,N,0,26,54,6,16,19,20,12,29,10,11,2,4,15,21,56,7,19,15,22,8,16,8,4,7,5,17
2012,136,1243,70,1379,64,N,0,21,42,2,12,26,34,5,26,12,11,4,7,18,22,60,8,23,12,17,13,21,8,10,8,0,25
2012,136,1246,81,1443,66,N,0,30,54,3,10,18,25,9,30,14,12,2,9,14,25,63,6,15,10,16,10,20,10,10,6,2,19
2012,136,1257,69,1172,62,N,0,21,52,1,5,26,36,13,27,8,10,5,4,19,21,60,4,19,16,23,13,23,12,10,4,6,23
2012,136,1266,88,1140,68,N,0,30,66,9,20,19,26,16,32,19,16,7,3,20,23,61,7,19,15,22,9,25,16,17,8,6,22
2012,136,1293,58,1161,41,N,0,20,51,5,17,13,26,10,22,9,8,9,5,8,16,48,3,14,6,9,12,28,7,22,6,1,22
2012,136,1307,75,1253,68,N,0,25,50,7,21,18,24,7,24,19,14,6,7,16,28,65,4,16,8,14,16,20,13,15,6,2,19
2012,136,1326,78,1259,59,N,0,26,58,5,14,21,26,16,33,11,18,6,8,19,19,54,4,14,17,22,5,19,9,12,6,8,24
2012,136,1393,72,1421,65,N,0,25,56,5,23,17,24,15,18,16,9,5,5,15,21,49,9,23,14,16,10,22,17,12,3,0,22
2012,136,1433,62,1455,59,N,0,25,59,6,23,6,9,10,27,9,11,8,3,12,24,62,5,16,6,10,12,24,13,12,8,4,12
2012,136,1435,79,1217,70,N,0,25,46,8,18,21,30,10,25,13,16,8,5,18,25,56,9,24,11,14,8,17,14,10,4,0,21
2012,136,1458,73,1285,49,N,0,23,48,10,19,17,19,11,26,15,10,3,8,15,18,47,3,9,10,15,5,16,8,8,8,2,16
2012,137,1153,65,1400,59,N,0,27,59,3,16,8,16,12,28,17,9,4,4,16,20,57,7,20,12,14,10,24,11,11,6,5,15
2012,137,1166,58,1104,57,N,0,22,50,9,21,5,13,7,24,14,7,4,3,11,22,48,7,17,6,12,6,26,9,9,5,4,18
2012,137,1196,71,1438,45,N,0,28,53,4,23,11,17,9,30,11,12,6,0,10,18,47,3,18,6,10,2,21,12,13,5,1,15
2012,137,1199,66,1382,63,N,0,24,53,7,19,11,14,9,22,13,11,9,9,14,23,57,7,14,10,13,14,23,16,13,9,3,16
2012,137,1207,74,1125,59,N,0,30,49,5,12,9,13,7,25,14,12,2,3,10,21,54,10,27,7,11,10,14,16,9,3,0,15
2012,137,1242,65,1178,50,N,0,23,50,5,16,14,23,7,33,12,14,6,5,17,20,63,3,17,7,14,16,25,9,14,9,3,21
2012,137,1250,75,1181,70,N,0,22,52,6,18,25,37,9,25,12,8,7,1,22,24,58,6,26,16,23,13,29,12,13,4,3,26
2012,137,1277,89,1254,67,N,0,40,68,3,9,6,9,15,28,21,12,6,0,17,22,50,8,17,15,23,4,16,10,12,6,4,10
2012,137,1301,79,1361,65,N,0,31,53,3,9,14,21,6,32,13,10,3,3,13,23,61,8,23,11,14,8,21,9,9,3,2,17
2012,137,1313,86,1281,84,N,0,32,59,10,19,12,18,14,23,14,11,2,3,20,29,55,13,29,13,17,7,18,15,8,6,1,19
2012,137,1314,77,1436,58,N,0,27,65,5,18,18,24,15,22,14,11,14,6,10,25,63,3,18,5,8,16,26,8,20,6,2,19
2012,137,1325,65,1276,60,N,0,22,43,6,16,15,17,4,22,13,9,6,2,12,22,54,7,23,9,11,11,18,11,10,2,0,16
2012,137,1345,72,1388,69,N,0,26,57,5,16,15,18,7,25,7,10,7,2,17,27,64,4,25,11,13,12,27,11,11,3,3,18
2012,137,1378,58,1396,44,N,0,17,50,8,17,16,21,14,23,7,12,10,1,16,15,42,2,12,12,16,6,22,9,13,6,5,19
2012,137,1387,61,1272,54,N,0,21,46,5,13,14,18,8,26,7,17,6,1,12,21,54,2,15,10,17,10,19,4,11,8,3,17
2012,137,1462,67,1323,63,N,0,22,44,5,10,18,27,10,20,11,10,6,1,14,25,49,9,21,4,9,6,15,19,11,6,1,16
2012,138,1124,80,1160,63,N,0,28,64,11,20,13,18,17,24,15,11,9,4,12,23,51,5,15,12,18,7,21,13,13,6,3,16
2012,138,1231,63,1433,61,N,0,24,46,6,13,9,11,8,28,13,22,6,2,13,23,57,9,30,6,13,8,15,8,11,10,3,16
2012,138,1246,87,1235,71,N,0,31,56,10,20,15,22,12,28,19,11,2,5,19,25,61,3,22,18,25,12,19,7,7,6,2,18
2012,138,1257,59,1307,56,N,0,22,48,7,15,8,12,7,18,9,11,9,5,14,23,58,5,23,5,8,17,19,13,13,5,2,12
2012,138,1266,62,1293,53,N,0,21,55,4,15,16,21,5,31,11,12,7,4,11,20,64,4,21,9,10,13,30,7,16,6,4,18
2012,138,1326,73,1211,66,N,0,25,53,9,24,14,18,9,22,13,11,6,4,17,22,56,8,23,14,19,13,21,14,9,3,1,19
2012,138,1393,75,1243,59,N,0,23,45,6,9,23,29,9,23,13,14,6,8,18,21,67,4,17,13,19,25,16,8,14,5,0,20
2012,138,1458,60,1435,57,N,0,23,55,10,33,4,8,10,20,13,8,4,1,16,20,46,5,19,12,16,9,26,8,12,4,3,17
2012,139,1153,62,1199,56,N,0,19,50,5,15,19,23,10,23,13,15,13,5,18,19,50,6,17,12,15,10,21,11,17,5,8,20
2012,139,1196,84,1313,50,N,0,28,53,10,28,18,25,13,35,13,13,4,4,12,18,66,4,24,10,13,14,17,9,8,3,3,21
2012,139,1242,63,1345,60,N,0,21,62,6,24,15,23,21,23,10,7,6,4,18,20,50,8,18,12,19,12,24,11,10,3,1,16
2012,139,1277,65,1387,61,N,0,25,46,4,10,11,17,5,27,12,11,2,1,19,18,51,7,25,18,23,8,20,9,6,5,1,16
2012,139,1301,66,1207,63,N,0,20,54,7,15,19,31,17,24,11,10,4,3,14,21,51,8,25,13,17,8,25,13,12,5,4,23
2012,139,1314,87,1166,73,N,0,33,65,8,16,13,19,11,33,16,9,4,9,8,28,68,8,20,9,12,9,26,11,9,7,3,18
2012,139,1325,62,1378,56,N,0,17,43,9,18,19,25,7,18,10,9,9,1,19,20,46,2,15,14,19,10,23,10,10,5,6,16
2012,139,1462,70,1250,58,N,0,24,54,7,15,15,21,12,31,8,14,2,6,15,21,64,3,22,13,20,15,21,4,8,6,5,20
2012,143,1196,68,1266,58,N,0,24,59,7,27,13,15,10,32,15,11,5,9,15,20,65,6,21,12,18,15,26,11,9,8,3,17
2012,143,1257,57,1277,44,N,0,21,55,9,23,6,11,11,28,15,10,9,7,11,14,49,5,21,11,12,8,28,12,15,8,7,15
2012,143,1326,81,1153,66,N,0,27,56,8,17,19,27,12,23,14,11,13,1,11,26,56,9,23,5,8,8,21,8,18,5,5,21
2012,143,1393,64,1458,63,N,0,27,49,5,9,5,9,7,19,5,6,4,1,13,21,49,14,27,7,12,8,17,15,6,2,2,12
2012,144,1124,75,1462,70,N,0,29,57,5,15,12,14,10,25,21,13,7,3,17,24,56,3,15,19,24,11,18,10,10,7,4,15
2012,144,1242,60,1301,57,N,0,24,64,1,14,11,20,20,30,13,14,9,11,14,19,67,6,21,13,17,21,26,10,14,7,6,17
2012,144,1246,102,1231,90,N,0,31,64,5,10,35,37,15,24,12,6,3,4,18,36,69,5,18,13,17,12,19,16,8,3,2,27
2012,144,1314,73,1325,65,N,1,26,65,7,22,14,24,22,41,18,24,4,8,13,23,71,12,32,7,8,7,23,17,13,13,3,22
2012,145,1257,72,1196,68,N,0,27,60,6,16,12,15,8,22,11,6,6,3,21,24,48,8,20,12,18,6,26,17,14,4,3,15
2012,145,1326,77,1393,70,N,0,21,51,4,13,31,42,14,25,10,12,4,3,20,22,53,6,16,20,25,8,18,9,12,6,7,29
2012,146,1242,80,1314,67,N,0,29,63,4,14,18,24,11,30,14,8,9,3,16,28,64,2,17,9,12,8,27,18,10,5,6,17
2012,146,1246,82,1124,70,N,0,24,45,4,9,30,44,8,24,15,13,9,9,19,25,64,4,14,16,19,16,18,15,14,5,5,32
2012,152,1242,64,1326,62,N,0,25,56,3,11,11,14,12,30,14,17,5,8,15,20,59,8,22,14,15,10,20,11,12,7,7,17
2012,152,1246,69,1257,61,N,0,28,49,2,7,11,20,6,27,9,14,7,7,14,24,69,4,11,9,13,19,21,7,12,5,4,16
2012,154,1246,67,1242,59,N,0,23,56,6,14,15,21,12,31,12,11,4,11,15,22,62,5,11,10,15,11,24,9,9,6,5,16
2013,134,1299,73,1251,72,N,0,27,52,8,18,11,19,6,27,10,8,6,4,19,23,54,10,23,16,18,6,24,15,10,4,3,17
2013,134,1388,67,1292,54,N,0,21,46,8,14,17,25,8,25,9,7,3,0,15,22,52,4,12,6,7,6,22,14,9,4,3,20
2013,135,1241,68,1254,55,N,0,26,56,8,23,8,12,14,25,17,11,3,10,16,21,59,3,16,10,14,16,19,11,11,7,1,12
2013,135,1247,80,1129,71,N,0,31,49,11,21,7,12,3,19,16,10,4,1,16,26,53,7,18,12,18,11,18,14,10,3,1,13
2013,136,1112,81,1125,64,N,0,29,51,9,17,14,20,12,32,13,16,2,5,21,20,51,8,27,16,23,4,14,7,8,7,0,20
2013,136,1139,68,1137,56,N,0,20,55,3,17,25,28,10,31,8,5,6,3,12,23,62,5,16,5,8,9,28,13,9,0,4,20
2013,136,1143,64,1424,61,N,0,26,59,5,11,7,16,8,33,18,11,7,5,19,19,59,6,20,17,26,12,30,11,12,3,6,20
2013,136,1161,84,1281,72,N,0,25,51,7,14,27,33,12,30,10,14,1,3,17,24,57,7,23,17,19,3,16,13,5,6,3,24
2013,136,1211,64,1380,58,N,0,23,55,8,20,10,15,11,29,14,10,6,0,16,18,46,10,23,12,18,3,24,10,10,4,8,12
2013,136,1217,68,1307,62,N,0,22,42,8,18,16,20,3,23,11,13,3,3,20,21,56,3,14,17,24,16,18,8,11,12,1,17
2013,136,1257,79,1299,48,N,0,31,54,4,16,13,22,12,19,14,16,20,2,13,17,41,6,16,8,10,5,15,7,27,8,0,18
2013,136,1266,59,1172,58,N,0,20,58,4,15,15,19,17,24,5,9,5,4,20,19,46,6,17,14,22,7,22,12,11,2,4,17
2013,136,1272,54,1388,52,N,0,20,49,5,15,9,18,10,25,12,15,9,12,18,19,58,3,15,11,14,15,24,9,13,4,0,19
2013,136,1276,71,1355,56,N,0,28,55,9,20,6,9,8,21,12,9,6,3,8,23,52,4,19,6,8,8,21,13,12,3,0,10
2013,136,1277,65,1434,54,N,0,26,58,6,15,7,11,20,29,16,17,6,3,16,19,54,7,25,9,14,8,15,10,7,12,5,12
2013,136,1332,68,1329,55,N,0,23,59,8,22,14,21,14,30,12,18,8,3,19,21,52,5,17,8,15,6,26,12,14,8,3,23
2013,136,1387,64,1308,44,N,0,25,54,4,11,10,14,10,23,17,10,10,3,15,17,61,2,16,8,13,21,21,10,16,9,7,12
2013,136,1393,81,1285,34,N,0,27,52,5,11,22,31,8,32,21,8,12,5,8,11,54,4,31,8,12,11,22,5,17,5,6,22
2013,136,1433,88,1103,42,N,0,35,65,8,16,10,14,13,23,15,7,11,0,17,15,43,1,13,11,19,9,20,5,22,2,6,12
2013,136,1455,73,1338,55,N,0,19,49,2,20,33,41,11,26,11,11,10,1,20,19,54,1,17,16,20,11,21,8,15,5,5,27
2013,137,1166,67,1153,63,N,0,19,42,7,15,22,25,7,25,16,16,2,2,11,27,64,5,20,4,9,14,17,12,9,9,4,21
2013,137,1181,73,1107,61,N,0,27,46,4,11,15,21,5,23,17,11,9,3,18,19,52,9,15,14,16,10,16,14,13,7,2,19
2013,137,1195,78,1207,68,N,0,21,49,6,15,30,44,7,32,15,13,5,3,18,24,64,7,27,13,20,11,28,15,14,6,4,33
2013,137,1196,79,1322,47,N,0,29,61,7,21,14,23,16,27,13,8,10,2,12,18,50,3,16,8,11,6,20,9,15,2,3,19
2013,137,1228,57,1160,49,N,0,16,52,8,31,17,24,11,26,10,12,8,4,12,17,51,5,19,10,13,8,28,7,15,5,5,20
2013,137,1231,83,1241,62,N,0,29,55,9,23,16,21,12,26,17,9,3,3,8,26,62,8,20,2,4,11,17,7,10,1,3,21
2013,137,1235,76,1323,58,N,0,29,59,9,21,9,12,5,22,19,6,4,1,13,22,51,4,17,10,13,9,26,9,17,2,2,11
2013,137,1242,64,1443,57,N,0,20,42,0,6,24,30,4,31,11,17,4,9,15,21,66,3,20,12,18,18,23,8,10,9,0,24
2013,137,1247,63,1243,61,N,0,21,49,7,18,14,16,8,22,12,8,4,5,13,24,57,4,13,9,17,15,21,12,9,6,7,14
2013,137,1274,78,1334,49,N,0,24,52,12,22,18,21,10,31,12,11,7,4,14,18,54,9,26,4,11,10,18,9,14,2,1,16
2013,137,1278,83,1417,63,N,0,31,61,9,16,12,19,11,25,19,11,7,3,19,20,63,4,22,19,25,19,23,10,15,5,2,19
2013,137,1279,57,1458,46,N,0,22,57,3,15,10,16,12,31,8,10,6,6,12,15,59,7,30,9,13,15,25,10,11,7,7,16
2013,137,1314,78,1437,71,N,0,24,49,11,21,19,27,6,22,18,17,10,2,14,27,61,4,21,13,19,15,22,6,16,9,2,22
2013,137,1326,95,1233,70,N,0,34,71,7,15,20,25,13,31,25,10,8,7,17,23,65,6,28,18,21,14,26,13,19,4,2,18
2013,137,1361,70,1328,55,N,0,24,56,6,15,16,17,11,29,15,11,5,3,11,23,58,5,21,4,8,8,21,10,9,6,2,20
2013,137,1396,76,1301,72,N,0,24,50,7,18,21,33,4,20,13,5,5,4,15,29,52,4,13,10,16,7,27,14,13,3,2,24
2013,138,1112,74,1217,51,N,0,27,49,9,15,11,16,3,36,13,12,4,2,20,16,58,5,18,14,19,11,22,12,8,7,1,14
2013,138,1257,82,1161,56,N,0,31,55,5,9,15,18,10,19,14,9,11,2,24,19,40,5,12,13,21,7,17,4,20,0,4,19
2013,138,1266,74,1139,72,N,0,23,54,5,12,23,27,14,21,9,15,9,4,17,24,56,11,24,13,19,12,21,13,15,7,8,20
2013,138,1276,78,1433,53,N,0,31,60,6,20,10,11,12,29,17,12,7,0,7,23,58,3,16,4,6,7,17,6,11,9,2,14
2013,138,1277,70,1272,48,N,0,26,52,4,16,14,22,14,35,14,18,10,7,14,19,64,5,23,5,10,11,18,8,11,7,5,18
2013,138,1332,74,1387,57,N,0,28,53,8,11,10,16,9,29,18,18,10,4,19,20,53,3,21,14,22,6,21,11,12,10,2,15
2013,138,1393,66,1143,60,N,0,18,46,4,10,26,41,14,23,7,15,10,3,16,22,56,4,21,12,19,13,21,14,17,6,2,24
2013,138,1455,76,1211,70,N,0,25,50,14,28,12,18,10,20,16,15,8,6,22,21,59,8,23,20,29,21,18,13,13,8,2,17
2013,139,1181,66,1166,50,N,0,19,49,7,20,21,28,7,31,9,9,7,4,20,16,53,2,19,16,18,7,26,9,10,2,2,26
2013,139,1195,81,1361,71,N,0,33,59,7,18,8,12,9,22,21,13,13,5,13,27,61,8,23,9,13,14,20,16,17,10,6,11
2013,139,1196,78,1278,64,N,0,21,37,10,20,26,36,6,20,13,14,7,3,18,20,50,8,18,16,22,13,16,11,14,4,1,25
2013,139,1231,58,1396,52,N,0,19,45,4,13,16,20,4,28,9,12,0,2,8,21,62,3,24,7,8,14,21,8,10,5,4,18
2013,139,1242,70,1314,58,N,0,24,55,5,14,17,21,15,35,11,22,7,5,11,22,73,6,21,8,10,16,20,10,11,15,1,20
2013,139,1247,76,1279,74,N,0,27,55,9,23,13,18,9,21,14,12,8,4,19,30,63,4,19,10,21,18,22,14,13,5,4,18
2013,139,1274,63,1228,59,N,0,22,55,9,25,10,15,13,22,12,6,4,2,10,23,61,7,27,6,7,16,22,7,8,2,3,17
2013,139,1326,78,1235,75,N,0,25,49,9,18,19,26,3,19,12,9,7,2,20,23,52,12,25,17,23,12,24,14,16,4,0,20
2013,143,1266,71,1274,61,N,0,27,50,3,6,14,19,10,26,14,11,3,3,11,22,63,8,26,9,12,15,16,12,8,3,3,15
2013,143,1326,73,1112,70,N,0,22,52,7,13,22,26,11,21,9,8,4,3,18,23,52,6,18,18,20,9,21,7,11,6,2,20
2013,143,1393,61,1231,50,N,0,21,48,4,10,15,20,7,25,4,14,11,11,17,16,47,3,15,15,24,11,23,8,18,6,2,18
2013,143,1455,72,1247,58,N,0,30,67,5,12,7,9,17,30,12,8,4,8,13,20,56,7,18,11,16,9,20,8,9,5,2,13
2013,144,1181,71,1277,61,N,0,20,49,7,18,24,26,5,24,8,8,3,5,17,20,50,3,12,18,24,8,25,6,11,6,4,24
2013,144,1196,62,1195,50,N,0,22,57,4,15,14,23,15,20,12,10,11,3,11,20,44,4,11,6,11,6,22,11,20,7,3,20
2013,144,1257,77,1332,69,N,0,28,52,4,13,17,26,9,25,10,13,7,5,19,27,61,5,14,10,17,12,23,12,12,7,3,22
2013,144,1276,87,1242,85,N,1,35,71,8,23,9,17,14,24,18,10,7,1,12,36,66,6,16,7,10,7,28,21,13,5,8,17
2013,145,1393,55,1266,39,N,0,19,50,5,17,12,19,11,26,8,6,9,8,11,12,53,3,25,12,16,19,25,10,13,5,6,16
2013,145,1455,70,1326,66,N,0,22,59,8,20,18,23,13,27,9,12,8,9,23,19,61,5,25,23,29,11,26,7,9,5,8,22
2013,146,1257,85,1181,63,N,0,29,55,2,13,25,36,11,26,8,8,10,9,23,19,52,4,16,21,28,11,20,11,12,4,2,23
2013,146,1276,79,1196,59,N,0,30,65,10,19,9,13,9,26,18,11,13,5,13,23,56,2,10,11,17,9,27,13,15,7,3,11
2013,152,1257,72,1455,68,N,0,22,49,9,25,19,29,11,22,10,9,8,3,23,22,54,6,20,18,24,14,22,13,11,5,1,20
2013,152,1276,61,1393,56,N,0,21,53,8,24,11,20,13,24,17,10,5,3,11,23,55,3,14,7,11,10,23,13,10,7,4,19
2013,154,1257,82,1276,76,N,0,28,61,8,16,18,23,15,17,18,9,9,3,22,25,48,8,18,18,25,8,19,12,12,3,2,15
2014,134,1107,71,1291,64,N,0,27,47,2,9,15,19,6,36,12,14,3,1,13,22,60,12,37,8,12,6,17,13,4,3,1,16
2014,134,1301,74,1462,59,N,0,29,53,4,14,12,16,6,23,16,9,4,9,14,23,55,2,14,11,16,11,20,7,13,3,0,17
2014,135,1142,81,1411,69,N,0,29,51,6,15,17,22,10,18,15,10,4,4,20,24,50,4,13,17,22,11,16,12,13,3,1,23
2014,135,1397,78,1234,65,N,1,24,54,5,21,25,30,10,27,13,8,2,1,14,24,58,4,16,13,15,7,23,14,6,2,2,28
2014,136,1163,89,1386,81,N,1,30,66,11,24,18,20,12,22,13,9,6,2,21,27,54,7,21,20,27,9,24,12,14,3,2,22
2014,136,1173,60,1326,59,N,0,22,49,3,13,13,17,4,24,12,13,10,0,14,24,50,3,12,8,12,3,25,12,14,10,4,16
2014,136,1196,67,1107,55,N,0,25,49,3,12,14,18,5,25,11,10,7,5,14,20,51,4,13,11,14,6,21,10,10,4,2,15
2014,136,1217,61,1153,57,N,0,19,44,6,17,17,28,9,24,9,12,4,3,15,21,57,4,12,11,16,16,18,5,11,6,6,20
2014,136,1257,71,1264,64,N,0,20,55,4,13,27,35,16,26,10,12,11,8,18,23,51,3,5,15,21,7,24,11,15,8,5,27
2014,136,1276,57,1459,40,N,0,22,46,7,17,6,9,6,25,15,11,8,1,8,18,53,1,19,3,4,8,18,10,9,3,0,14
2014,136,1277,93,1174,78,N,0,30,56,10,19,23,25,10,32,16,14,4,2,27,20,55,8,20,30,39,7,17,7,8,4,1,19
2014,136,1295,80,1328,75,N,1,27,51,6,14,20,22,6,32,12,15,5,6,20,25,72,12,30,13,18,18,19,14,10,5,3,16
2014,136,1332,87,1140,68,N,0,27,54,2,13,31,38,8,29,21,8,4,4,22,20,61,5,19,23,30,12,20,14,9,4,0,25
2014,136,1338,77,1160,48,N,0,31,61,4,14,11,12,9,24,18,3,12,3,13,15,42,4,16,14,18,7,22,5,17,2,0,12
2014,136,1361,73,1308,69,N,1,23,59,6,17,21,27,10,30,9,11,8,9,18,26,65,5,16,12,20,14,27,13,13,4,4,22
2014,136,1387,83,1301,80,N,1,31,64,9,18,12,26,9,32,16,9,7,4,26,28,60,4,9,20,37,10,33,10,12,7,5,20
2014,136,1393,77,1444,53,N,0,28,57,7,17,14,17,13,28,16,12,8,6,21,17,49,4,18,15,20,8,17,12,13,4,1,16
2014,136,1400,87,1113,85,N,0,31,58,5,12,20,27,10,20,17,9,6,5,24,27,56,8,15,23,33,11,21,17,10,2,1,18
2014,136,1437,73,1454,53,N,0,28,62,4,23,13,16,12,34,13,11,8,10,17,18,63,6,24,11,15,13,24,13,12,4,2,14
2014,136,1458,75,1110,35,N,0,26,52,10,23,13,14,6,25,13,7,9,1,15,11,37,4,15,9,15,4,20,8,17,5,0,16
2014,137,1112,68,1451,59,N,0,26,47,7,14,9,16,7,24,15,12,4,12,20,16,53,7,17,20,23,13,19,7,10,8,3,17
2014,137,1124,74,1304,60,N,0,17,42,2,13,38,48,9,28,9,12,7,2,16,23,54,4,21,10,16,5,20,7,11,9,7,31
